Code,Group Clause,Atomic Clause,Content
C/AS2,Protected shafts,4.11.5,Solid waste and linen chutes which pass from one firecell to another shall be protected shafts or contained within a protected shaft. In unsprinklered buildings each chute shall be equipped with automatic sprinkler heads connected to any water supply pipe capable of meeting the minimum design criteria for the selected sprinkler head. These sprinklers shall be installed at the top of each chute and in the space into which the chute discharges. The minimum residual pressure in the water supply pipe shall be 50 kPa with two sprinkler heads operating.
C/AS2,Protected shafts,4.11.6,Solid waste and linen chutes shall have no inlet or discharge openings within an exitway.
C/AS2,Long corridor subdivision,4.12.1,Long corridors shall be subdivided by smoke separations and smoke control doors (see Figure 4.9) which shall be evenly spaced along these corridors and no further apart than the distance specified in Table 4.1 for each risk group.
C/AS2,Floors,4.13.1,"Floors in buildings shall be fire separations (see Figure 4.8) except if any of the following conditions are satisfied: a) Where the floor is an intermediate floor within a firecell (refer to Paragraphs 4.13.3 and 4.13.8 for FRR requirement), or b) The floor is the lowest floor above an unoccupied subfloor space, and complies with Paragraph 4.14.1."
C/AS2,Floors,4.13.2,Floors only need to be rated from the underside. The FRR of a floor shall be that rating applicable to the firecell directly below the floor.
C/AS2,Floors,4.13.3,"Intermediate floors, including their supporting primary elements and stairs, shall have FRRs of at least 30 minutes."
C/AS2,Floors,4.13.4,"The maximum combined area of intermediate floors within a firecell shall be the lowest of: a) 20% of the area of the firecell floor not including the area of the intermediate floors if the intermediate floors are enclosed or partitioned, or 40% of the area of the firecell floor, not including the area of the intermediate floors if the intermediate floors: i) are completely open, or ii) the building has a Type 4 or 7 system, or b) A total floor area that accommodates no more than 100 occupants based upon the occupant load of the space (refer to Paragraph 1.4)."
C/AS2,Floors,4.13.5,Firecells containing direct support functions to a sleeping firecell shall have only one intermediate floor.
C/AS2,Floors,4.13.6,"Where there are two or more intermediate floors, the height difference between intermediate floors shall not exceed 1.0 m."
C/AS2,Floors,4.13.7,"In warehouse firecells that contain storage at a height of more than 3.0 m, intermediate floors shall be limited to a total area of 35 m2."
C/AS2,Floors,4.13.8,The requirements for intermediate floors within Paragraphs 4.13.3 to 4.13.7 do not apply within household units and suites in risk group SM.
C/AS2,Floors,4.13.9,"Intermittently occupied structures such as flytowers, walkways, maintenance platforms, ladders, and gantries that are not used by the public are not required to be fire rated provided no more than 10 persons have access concurrently."
C/AS2,Floors,4.13.10,"Basement firecells shall be separated from one another, and from the lowest firecell above ground level, by fire separations having FRRs in accordance with Paragraph 2.3."
C/AS2,Subfloor spaces,4.14.1,"In buildings with an unoccupied subfloor space between the ground and lowest floor (see Figure 4.10), the floor shall have an FRR in accordance with Paragraph 2.3 except that no FRR is required if the following conditions are satisfied: a) Vertical fire separations and external walls extend down to ground level and enclose the space, and b) Access is available only for intermittent servicing of plumbing, drainage or other static services, and c) The space is not used for storage and does not contain any installation such as machinery or heating appliances which could create a fire hazard, except when fire separated from the rest of the subfloor space and the floor level above."
C/AS2,Concealed spaces,4.15.1,"The spread of fire in concealed spaces and cavities shall be avoided by ensuring that voids do not pass from one firecell to another, and by blocking off smaller voids with cavity barriers or, where appropriate, by using fire stops (see Paragraph 4.4)."
C/AS2,Concealed spaces,4.15.2,"An upper concealed space may be used as an air handling plenum (see Figure 4.11) if the following requirements are satisfied: a) The upper concealed space does not extend into another firecell, and b) The ceiling and its supports and surfaces within the concealed space are noncombustible, and c) Electrical wiring is supported clear of the ceiling members and other equipment, and d) Any material used such as pipe insulation or acoustic insulation complies with the requirements of Table 4.4, and e) Where the air handling plenum is used as an air supply path, a Type 4 alarm system is installed with detectors in all return air ducts, and f) Where the air handling plenum is used as an air supply path, detector activation causes the ventilation system to shut down as required by Paragraph 4.18.1."
C/AS2,Concealed spaces,4.15.3,"Any concealed space which may be a path for fire spread within internal walls or floors which are fire separations, or within external walls, shall have cavity barriers or be fire stopped (see Paragraph 4.4) at all common junctions (see Figures 4.3 and 4.4)."
C/AS2,Concealed spaces,4.15.4,"Cavity barriers are not required below a floor next to the ground if the concealed space is: a) Less than 1.0 m in height, or b) Not normally accessed and has no openings through which litter can accumulate."
C/AS2,Concealed spaces,4.15.5,"Cavity barriers shall: a) Not reduce the FRR required for the element within which they are installed, and b) Where practical, be tightly fitted and mechanically fixed to rigid construction, but if this is not possible gaps shall be fire stopped, and c) Be fixed in a way that avoids impairment of their fire separation function as a result of: i) building movement due to subsidence, shrinkage or thermal change, or ii) collapse or failure of their components or fixings, or of abutting materials and any penetrations during a fire."
C/AS2,Concealed spaces,4.15.6,"For risk groups SM and CA, unsprinklered firecells, roof space and ceiling space areas shall be subdivided by fire separations to prevent the hidden spread of fire. Any space between ceilings and roofs or floors above shall not exceed: a) 400 m2 in area, measured at ceiling level, or b) 30 m in either length or width. This requirement does not apply where the ceiling space is a separate firecell. In risk group CA only, subdivision may be substituted for detection in accordance with NZS 4512."
C/AS2,Concealed spaces,4.15.7,The fire separations used for subdivision shall have an FRR in accordance with Paragraph 2.3 and shall extend from the ceiling to the underside of the external roof cladding or floor above. Any gaps shall be fire stopped as specified in Paragraph 4.4.
C/AS2,Concealed spaces,4.15.8,"If openings in the fire separations are required for service access or any other reason, they shall be fitted with fire resisting closures. Gaps around service penetrations shall be fire stopped."
C/AS2,Closures in fire and smoke separations,4.16.1,"If activities within a building require openings in fire separations or smoke separations (e.g. for the passage of people, goods, services or light), closures to those openings shall have the insulation and smoke control performance as required by Table 4.2, in addition to the integrity performance as required by Table 2.4."
C/AS2,Closures in fire and smoke separations,4.16.2,"Doorsets which are required to be: a) Fire doors shall comply with Appendix C C6.1.1, b) Smoke control doors shall, except as allowed by Paragraph 4.16.3, comply with Appendix C C6.1.2, and c) Fire doors with smoke control capability shall comply with both a) and b)."
C/AS2,Closures in fire and smoke separations,4.16.3,"Doorsets installed in fire separations between firecells and vertical safe paths or protected shafts shall have smoke seals on all edges, except that smoke seals may be omitted: a) At the sill of doorsets, and b) For lifts, if either: i) the firecell is sprinklered and has an automatic smoke detection system, or ii) a smokecell is placed between the doors and the rest of the firecell, other than when the lift shaft is permitted to be in the vertical safe path."
C/AS2,Closures in fire and smoke separations,4.16.4,Fire doors and smoke control doors shall be installed in accordance with Paragraph 3.15.
C/AS2,Closures in fire and smoke separations,4.16.5,"Doorsets shall be clearly marked to show their FRR and, if required, to show their smoke stopping capability. Other signage requirements shall be as specified in Paragraph 3.16"
C/AS2,Closures in fire and smoke separations,4.16.6,"Markings and labelling shall, in all other respects, comply with NZS 4520."
C/AS2,Closures in fire and smoke separations,4.16.7,Glazing in fire doors and smoke control doors shall comply with Paragraph 4.2.
C/AS2,Closures in fire and smoke separations,4.16.8,"Smoke control doors complying with Paragraphs 4.16.2 to 4.16.7 shall be provided: a) At smoke separations in vertical safe paths, and b) Where a corridor or an escape route passes through a smoke separation (see Figure 4.9), and c) Between an open path and a smoke lobby (see Figure 4.13)."
C/AS2,Closures in fire and smoke separations,4.16.9,"Fire doors shall be provided: a) Between an open path and a safe path (see Figures 4.13 and 4.14), and b) Between a smoke lobby and a safe path (see Figure 4.13), and c) Where the escape route passes through a fire separation (see Figure 4.14) or into an adjoining building (see Figure 3.10), and d) Where the escape route passes through a fire separation which isolates the safe path from levels below the final exit (see Figure 4.15), and e) In fire separations between vertical and horizontal portions of internal safe paths."
C/AS2,Closures in fire and smoke separations,4.16.10,Access panels to protected shafts shall have the fire resistance performance as required by Paragraph 4.16.1 and shall be capable of being opened only with a special tool.
C/AS2,Closures in fire and smoke separations,4.16.11,"Other than where Paragraph 3.10.3 for a passenger lift within a vertical safe path applies, doorsets for lift landing doors opening into lift shafts which are protected shafts shall be fire doors complying with Paragraphs 4.16.1 to 4.16.3 except that an insulation rating is not required. Lift landing doors need not be fire rated from the shaft side."
C/AS2,Closures in fire and smoke separations,4.16.12,"Any duct (unless fully enclosed by construction with an FRR no less than required for the fire separation) that passes through a fire separation shall not reduce the fire resistance of the construction through which the duct passes. Where a fire damper is used to maintain the required fire resistance it shall: a) Comply with AS 1682.1 and AS 1682.2, and b) Have a fire integrity and insulation rating no less than that of the fire separation, except that the damper blade is not required to have an insulation rating if the building is sprinkler protected or means are provided to prevent combustible materials being placed closer than 300 mm to the fire damper and air duct, and c) Be readily accessible for servicing."
C/AS2,Closures in fire and smoke separations,4.16.13,"Where evacuation is delayed, ventilation ducts that pass through a fire separation to a place of safety within the building must be provided with a smoke damper."
C/AS2,Closures in fire and smoke separations,4.16.14,"Where a smoke damper is used to maintain the smoke separating function, it shall comply with with AS 1682.1 and AS 1682.2 and be actuated on alarm activation."
C/AS2,Closures in fire and smoke separations,4.16.15,"A service opening in a fire separation (for stairs, conveyor, forklift access or similar installation) which is not used as part of an escape route may be fitted with a fire shutter."
C/AS2,Closures in fire and smoke separations,4.16.16,The fire shutter shall be automatically activated by a signal from a smoke detector
C/AS2,Closures in fire and smoke separations,4.16.17,A fire shutter shall include a device to retard the rate of closing to no more than 150 mm per second.
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.1,Surface finish requirements shall be as specified in Table 4.3 for walls and ceilings.
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.2,"If foamed plastics building materials or combustible insulating materials form part of a wall or ceiling system, the completed system shall achieve a Group Number as specified in Table 4.3 and the foamed plastics shall comply with the flame propagation criteria as specified in AS 1366 Parts 1–4 for the material being used. This requirement does not apply to building elements listed in Paragraph 4.17.6."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.3,"Flooring shall be either noncombustible or, when tested to IS0 9239-1, shall have a critical radiant flux of not less than that specified in Table 4.5 (refer to Appendix C2.1)."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.4,"Paragraph 4.17.3 shall apply to flexible finishes such as carpets, vinyl sheet or tiles, and to finished or unfinished floor surfaces."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.5,"In addition to the requirements of Paragraph 4.17.3, where floors in multistorey buildings are fire separations and where the flooring material is made of wood products (which include boards manufactured from wood fibres or chips bound by an adhesive) the flooring material shall have either a thickness of no less than nominally 20 mm, or the floor assembly shall have an FRR of -/30/30 when exposed to fire from the flooring side."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.6,"Surface finish requirements do not apply to: a) Small areas of non-conforming product within a firecell with a total aggregate surface area not more than 5.0 m2, or b) Electrical switches, outlets, cover plates and similar small discontinuous areas, or c) Pipes and cables used to distribute power or services, or d) Handrails and general decorative trim of any material such as architraves, skirtings and window components, including reveals, provided these do not exceed 5% of the surface area of the wall or ceiling they are part of, or e) Damp-proof courses, seals, caulking, flashings, thermal breaks and ground moisture barriers, or f) Timber joinery and structural timber building elements constructed from solid wood, glulam or laminated veneer lumber. This includes heavy timber columns, beams, portals and shear walls not more than 3.0 m wide, but does not include exposed timber panels or permanent formwork on the underside of floor/ceiling systems, or g) Individual doorsets, or h) Continuous areas of permanently installed openable wall partitions having a surface area of not more than 25% of the divided room floor area or 5.0 m2, whichever is less, or i) Marae buildings using traditional Māori construction materials (eg, tukutuku and toetoe panels), or j) In risk group CA only, uniformly distributed roof lights where: i) the total area does not exceed 15% of the ceiling area (in plan), and ii) the minimum floor to ceiling height is not less than 6.0 m, and iii)the roof lights achieve a Group Number not greater than 3."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.7,"Unsprinklered firecells containing classrooms, passageways and corridors of educational buildings need not comply with Table 4.3 provided all the following conditions are satisfied: a) The occupant load is less than 250, and b) The firecells are at ground floor level and are served by at least two exitways or final exits, and c) The material Group Number is no more than 2–S for surfaces 1.2 m or more above floor level, and d) The material Group Number is no more than 3 for surfaces less than 1.2 m above floor level."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.8,"When tested to AS 1530.2, suspended flexible fabrics shall, within all occupied spaces including exitways: a) Have a flammability index of no greater than 12, and b) When used as underlay to roofing or exterior cladding that is exposed to view, have a flammability index of no greater than 5."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.9,"The fabric of structures such as tents, marquees or canopies shall be tested to AS 1530.2 and shall achieve a flammability index of no greater than 12."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.10,The requirements for membrane structures need not apply to small occupant loads such as camping tents and horticultural applications.
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.11,"Where air ducts are contained wholly within a protected shaft, provided the shaft does not also contain lifts, only the interior surface finish of the air duct is required to comply with Table 4.4."
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.12,The surfaces of building services shall be as per Table 4.4.
C/AS2,"Interior surface finishes, floor coverings and suspended flexible fabrics",4.17.13,"In trampers’ huts (that are not backcountry huts as defined in BCH/AS1) used for overnight accommodation in remote locations, wall and ceiling linings with a maximum Group Number of 3 are acceptable provided that: a) The occupant load is no greater than 20, and b) All sleeping spaces have no fewer than two escape routes."
C/AS2,Building services plant,4.18.1,"Where smoke control in air handling systems is required to prevent the recirculation of smoke through an air handling system to other firecells in a building, these systems shall be as specified in Appendix A A2.1."
C/AS2,Fire separation for buildings with more than one title,5.1.1,"Where a building is subdivided so that it straddles more than one title, it shall be separated from: a) The part of the building on an adjacent title by fire separations having an FRR meeting the property rating in accordance with Paragraph 2.3, and b) Any external area in common, unless Paragraph 5.1.2 applies, by external walls complying with Paragraph 5.3 except that, if roofed, the area in common shall be a firecell separated from adjacent titles by fire separations meeting the property rating in accordance with Paragraph 2.3."
C/AS2,Fire separation for buildings with more than one title,5.1.2,"Where a building is subdivided (as in Paragraph 5.1.1 a)), and all the titles and any areas in common are sprinklered, the requirements for fire separations of Paragraph 5.1.1 b) need not apply. However, the requirements for separation of exitways in Paragraphs 4.9.2 and 4.9.3, and sleeping areas in Paragraph 4.6 shall still apply."
C/AS2,Fire separation for buildings with more than one title,5.1.3,Refer to Paragraph 4.1.2 for allowances in vehicle parking areas of buildings separated into multiple titles.
C/AS2,Horizontal fire spread from external walls,5.2.1,"Specific separation requirements for unprotected areas in external walls shall be applied in the following circumstances: a) If, due to the configuration of a single building or the siting of other buildings on the same property, external walls of adjacent firecells are exposed to each other at an angle of less than 90°, and one or both firecells contain sleeping risk groups or exitways, or b) If there are unprotected areas in external walls facing a relevant boundary to other property at an angle of less than 90°."
C/AS2,Horizontal fire spread from external walls,5.2.2,"Protection shall be achieved by using one or more of the following approaches: a) Provide a sprinkler system complying with NZS 4541 with a Class A or Class B2 water supply. This dispensation does not apply to parts of the external wall within 1.0 m of the relevant boundary, or where the external wall is of a firecell used for storage with a storage height greater than 3.0 m, or b) Distance separation (refer to Paragraph 5.5), or c) Limiting unprotected areas in external walls (refer to Paragraph 5.5), or d) Using fire resisting glazing (refer to Paragraph 5.4)."
C/AS2,Horizontal fire spread from external walls,5.2.3,"Where the intersection angle of the building and the relevant boundary is 90° or greater, there are no requirements and an unprotected area of 100% is permitted for the external wall."
C/AS2,Horizontal fire spread from external walls,5.2.4,"If a wall or part of a wall is less than 1.0 m from the relevant boundary, a combination of small unprotected areas and fire resisting glazing is permitted as detailed in Paragraph 5.4."
C/AS2,Horizontal fire spread from external walls,5.2.5,Table 5.2 applies only to the permitted unprotected area in external walls 1.0 m or more from the relevant boundary. This can be combined with the areas of fire resisting glazing and small unprotected areas in Paragraph 5.4.
C/AS2,Horizontal fire spread from external walls,5.2.6,"Regardless of the method adopted, all parts of an external wall other than allowable unprotected areas shall have the appropriate FRR as specified by the relevant parts of this Acceptable Solution."
C/AS2,Horizontal fire spread from external walls,5.2.7,The analysis shall be done for all external walls of the building to check the permitted unprotected area in each wall.
C/AS2,Horizontal fire spread from external walls,5.2.8,"For specific separation requirements for unprotected areas in external walls of firecells in the same building, or in separate buildings on the same property, a notional boundary shall be used instead of the relevant boundary. In such cases, when applying Tables 5.1, 5.2 and 5.3, the words relevant boundary shall be interpreted as notional boundary."
C/AS2,Horizontal fire spread from external walls,5.2.9,"Where one or both firecells on the same property contain sleeping risk groups or exitways, analysis shall be done separately for each firecell with respect to the same notional boundary."
C/AS2,FRRs of external walls,5.3.1,"Building elements that are part of an external wall that is required to be fire rated shall be fire rated as required by Paragraph 2.3. If a safe path has an external wall, that wall may be 100% unprotected provided any walls between the safe path and adjacent firecells have an FRR determined using the property rating."
C/AS2,FRRs of external walls,5.3.2,Any part of an external wall enclosing a firecell and not permitted to be an unprotected area shall have an FRR in accordance with Paragraph 2.3. If the external wall is less than 1.0 m from the relevant boundary the wall shall be fire rated to protect from both directions.
C/AS2,FRRs of external walls,5.3.3,"When the unprotected area of an external wall is permitted to be 100%, but the primary elements in the line of that wall are required to be fire rated, the rating of those primary elements shall be no less than the life rating in accordance with Paragraph 2.3."
C/AS2,Small openings and fire resisting glazing,5.4.1,"External wall construction shall meet the following requirements: a) Small unprotected areas no greater than 0.1 m2 (referred to as Type A areas) and areas of fire resisting glazing (referred to as Type B areas) shall be located to comply with Figure 5.1, and b) The remainder of the wall shall be fire rated in accordance with Paragraph 5.5."
C/AS2,Small openings and fire resisting glazing,5.4.2,"The fire resisting glazing shall be rated for integrity, and the FRR of both the glazing and the external wall shall be in accordance with Paragraph 2.3."
C/AS2,Small openings and fire resisting glazing,5.4.3,Type A areas shall be no greater than 0.1 m2. Type B areas shall be no greater than permitted by Table 5.1 according to the distance from the relevant boundary.
C/AS2,Small openings and fire resisting glazing,5.4.4,"There is no limitation on the spacing between adjacent Type A and Type B areas which occur in different firecells. Within a firecell the following requirements shall apply (refer to Figure 5.1): a) Type A areas shall be no closer, both vertically and horizontally, than 1.5 m to another Type A or to a Type B area, b) Type B areas shall be no closer to one another, vertically or horizontally, than the dimensions X or Y shown on Figure 5.1, and c) Where Type B areas are staggered, rather than being aligned vertically or horizontally, the shortest distance, in any direction, between adjacent areas shall be no less than the greater of the X and Y measurements."
C/AS2,Table method for external walls,5.5.1,"The table method for external walls is a means of satisfying the requirements of this Acceptable Solution for the control of external fire spread and shall be applied to external walls of buildings which are parallel to or angled at less than 90° to the relevant boundary. The maximum unprotected area for external walls shall be specified in: a) Table 5.2a for risk groups SM and SI, and b) Table 5.2b for risk group CA, and c) Table 5.2c for risk group WB professional activities, industrial activities, and intermittently occupied buildings and risk group VP, and d) Table 5.2d for risk group WB storage activities, and e) Table 5.2e for risk group WS. Tables 5.2a, 5.2b, 5.2c, 5.2d and 5.2e are split into three parts according to the angle incident between the subject wall and the relevant boundary (see Figure 5.2 and Figure 5.3)."
C/AS2,Table method for external walls,5.5.2,The table method shall be used to determine the percentage of unprotected area in the external wall of each firecell depending on the distance to the relevant boundary from the closest unprotected area.
C/AS2,Table method for external walls,5.5.3,"Tables 5.2a, 5.2b, 5.2c, 5.2d and 5.2e can also be used to determine the required distance from the relevant boundary to the closest unprotected area where the percentage of unprotected area has previously been determined. Select the appropriate percentage (under the rectangle width column) and read the permitted distance to the relevant boundary from the left hand column of Table 5.2."
C/AS2,Table method for external walls,5.5.4,"Tables 5.2a, 5.2b, 5.2c, 5.2d and 5.2e do not contain the exact measurements for the firecell being considered, use the next highest value for percentage area or next lowest value for boundary distance."
C/AS2,Table method for external walls,5.5.5,The largest individual unprotected area in the external wall and distance to any adjacent unprotected areas shall be restricted to the maximum dimensions specified in Table 5.3 (for the applicable risk group).
C/AS2,Table method for external walls,5.5.6,"In risk groups CA, WB, WS and VP, where the firecell is wider than 30 m, the external wall shall be divided into a number of 30 m widths and each of these can be assessed separately when considering the size of the largest individual unprotected area specified in Table 5.3."
C/AS2,Table method for external walls,5.5.7,"As an alternative to the table method, C/VM2 Appendix C: Methodology for design scenario HS: Horizontal fire spread (Tabular Data) can be used. For the C/VM2 Appendix C method, the unprotected area tables and the wing/return wall tables must be used together."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.1,"For risk groups WB and VP, in buildings other than offices and laboratories where the roof of an unsprinklered firecell is within 1.0 m of a relevant boundary, horizontal fire spread shall be resisted by either: a) Fire rating (for fire exposure from below) that part of the roof within 1.0 m of the relevant boundary. The FRR shall be based on the property rating for the firecell, except that insulation is not required, or b) Extending the wall, being a fire separation along or adjacent to the relevant boundary, no less than 450 mm above the roof to form a parapet."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.2,"Where sprinklers are not provided, and an area of roof within 1.5 m of the relevant boundary is used for storage of combustible materials or vehicle parking, a parapet shall be provided which extends no less than 1.5 m above the roof level with an FRR according to the property rating of Paragraph 2.3. For risk group VP this parapet shall have an FRR of no less than 30 minutes."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.3,"If the external wall is required to have an FRR, the eaves projection shall be constructed with the same FRR as the external wall. Alternatively, the external wall shall be extended to the underside of the roof and the eaves need not be fire rated (see Figure 5.4)."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.4,"If the external wall is not required to have an FRR, roof eaves projecting from that wall need not be fire rated provided that no part of the eaves construction is closer than 650 mm to the relevant boundary."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.5,"If the external wall, on its own, is not required to have an FRR, but roof eaves extend to within 650 mm of the relevant boundary, the total eaves construction and the external wall from which they project shall have FRRs in accordance with Paragraph 2.3 (see Figure 5.4). Eaves construction includes the guttering or spouting and any other projections from the eaves, although guttering or spouting need not be fire rated."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.6,"An open sided building may be either a detached building or connected to another building (see Figure 5.5). For the open sided building to be deemed 'detached', the horizontal distance between the other building and the roof of the open sided building shall be no less than: a) 1.0 m for a roof area exceeding 40 m2, or b) 0.3 m for a roof no greater than 40 m2."
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.7,"Open sided buildings (see Figure 5.5), having only a single floor level may be constructed with external walls having 100% unprotected area provided that they: a) Have no less than two sides completely open to the environment, and b) Where attached to another building, both buildings are under the control of the same occupancy, and c) For roof areas > 40 m², open sided buildings shall be no closer to a relevant boundary than: i) 1.0 m if in risk groups SM, SI, CA or WS, or ii) 3.0 m if in risk groups WB or VP, and d) For roof areas ≤ 40 m², open sided buildings shall be no closer than 0.3 m to the relevant boundary"
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.8,Where the requirements of Paragraph 5.6.7 cannot be achieved the applicable external wall/s shall comply with all the requirements for the horizontal fire spread from external walls in accordance with Paragraph 5.2.
C/AS2,Horizontal fire spread from roofs and open sided buildings,5.6.9,"If a floor projects beyond the face of any part of an external wall which requires a property rating, or any part of the projection is closer than 1.0 m to the relevant boundary, the floor projection shall have the same FRR as the floor inside the external wall, and exposed exterior faces of the projection shall comply with Paragraph 5.8."
C/AS2,Vertical fire spread,5.7.1,"Sleeping risk groups SM and SI, other property and external exitways shall be protected against vertical fire spread from roofs."
C/AS2,Vertical fire spread,5.7.2,"Protection against fire spread shall be achieved using one or more of the following methods: a) Separation by distance, and/or b) Fire rating the adjoining external wall, and/or c) Fire rating all or part of the roof, including its supporting structure, against the threat of fire from the underside, and/or d) Installing sprinklers in the firecell below the roof."
C/AS2,Vertical fire spread,5.7.3,"Subject to Paragraph 3.11, when an external exitway crosses a roof or is above or adjacent to a roof on the same or another building, the roof within 3.0 m of any part of the exitway and all supporting elements shall have an FRR in accordance with Paragraph 2.3."
C/AS2,Vertical fire spread,5.7.4,Primary elements providing support to an area of fire rated roof shall have an FRR of no less than that of the roof.
C/AS2,Vertical fire spread,5.7.5,"When supporting an unrated roof: a) Primary elements such as columns or walls which are required to be fire rated shall be rated from floor level to the underside of the roof framing members, and b) Any roof framing members connected to these fire rated columns or walls shall also be rated if their collapse in fire would cause the consequential collapse of the rated columns or walls."
C/AS2,Vertical fire spread,5.7.6,"Fire spread from a roof close to and lower than an external wall in the same building (as the lower roof), or in an adjacent building on the same title shall be avoided by compliance with Paragraph 5.7.7 where firecells behind the wall contain: a) Other property, or b) Either risk group SI or SM, or c) Exitways."
C/AS2,Vertical fire spread,5.7.7,"Where the distance between any part of an external wall and a lower roof is less than 9.0 m vertically or 5.0 m horizontally (see Figure 5.6), protective measures shall be applied either to the roof as specified in Paragraph 5.7.8 or to the wall as specified in Paragraph 5.7.9."
C/AS2,Vertical fire spread,5.7.8,"Roof protection shall be achieved by: a) Providing sprinklers throughout the building, or b) Constructing that part of the roof within 5.0 m horizontally of the wall, with an FRR in accordance with Paragraph 2.3 of the firecell below the roof."
C/AS2,Vertical fire spread,5.7.9,External wall protection above an adjacent lower roof shall be provided by constructing the critical part of the wall (closer to the roof than 9.0 m vertically or 5.0 m horizontally (see Figure 5.6)) with an FRR in accordance with Paragraph 2.3.
C/AS2,Vertical fire spread,5.7.10,"Except where firecells are sprinklered, unprotected areas in external walls shall be protected against vertical fire spread if any of the following conditions occur: a) An escape height of 4.0 m or more in risk group SM, or b) Exitways with an escape height of 4.0 m or more in risk group CA or 10 m or more in risk groups WB and VP, or c) Firecells containing retail areas having an escape height of 7.0 m or more, or d) Firecells containing other property located one above the other"
C/AS2,Vertical fire spread,5.7.11,"If the conditions described in Paragraph 5.7.10 occur, unprotected areas (see Figure 5.7) in the external walls of the firecells shall be separated by no less than: a) 1500 mm where any parts of the unprotected areas are vertically aligned above one another, or b) 900 mm where the unprotected areas on one level are horizontally offset from those on the other level."
C/AS2,Vertical fire spread,5.7.12,Spandrels may be omitted where an apron projecting no less than 600 mm is constructed. Table 5.4 specifies the acceptable combinations of apron projection and spandrel height. Table 5.4 Combination of aprons and spandrels Apron projection Spandrel height 0 mm 1500 mm 300 mm 1000 mm 450 mm 500 mm 600 mm 0 mm
C/AS2,Vertical fire spread,5.7.13,Aprons shall extend horizontally beyond the outer corners of the unprotected area by no less than the apron projection distance. Aprons and spandrels shall have FRRs of no less than that of the floor separating the upper and lower firecells. Spandrels shall be rated from both sides. Aprons need only be rated from the underside.
C/AS2,Vertical fire spread,5.7.14,Storage of combustible materials on a roof is not permitted within 1.5 m of a higher external wall if the adjacent building above contains sleeping risk groups.
C/AS2,Vertical fire spread,5.7.15,"Where a roof used for vehicle parking is within 1.5 m of a higher external wall and the adjacent building above contains sleeping occupancies, external wall protection above the adjacent lower roof shall be provided by constructing the part of the wall (that is closer to the roof than 3.0 m vertically or 1.5 m horizontally) with an FRR of no less than that required from Table 2.3."
C/AS2,Vertical fire spread,5.7.16,Vertical distances shall be measured for vehicle parking from the building roof level. (See Paragraph 5.6.2 for parapet protection against horizontal fire spread.)
C/AS2,External cladding systems,5.8.1,"Where external walls are located less than 1.0 m from a relevant boundary, cladding materials shall be: a) Non-combustible or limited combustible materials; or b) Tested in accordance with the relevant standard test in Appendix C C7.1 and achieve a Type A classification."
C/AS2,External cladding systems,5.8.2,"For buildings containing risk group SI, where external walls are located more than 1.0 m from a relevant boundary, cladding materials shall be: a) Non-combustible or limited combustible materials; or b) Tested in accordance with the relevant standard test in Appendix C C7.1 and achieve a Type A or Type B classification."
C/AS2,External cladding systems,5.8.3,"In addition to the requirements in Paragraphs 5.8.1 and 5.8.2, where multi-level buildings have a building height of 10 m or more, cladding materials shall be: a) Non-combustible or limited combustible materials; or b) Tested in accordance with the relevant standard test in Appendix C C7.1 and achieve a Type A classification; or c) Part of an entire external wall cladding system that complies with Paragraph 5.8.4."
C/AS2,External cladding systems,5.8.4,"External wall cladding systems for multi-level buildings with a building height ≥ 25 m. The entire external wall cladding system shall be: a) Non-combustible or limited combustible materials; or b) Classified in accordance with AS 5113 and achieve a EW classification; or c) Tested in accordance with BS 8414-1 and satisfy the acceptance criteria in BR 135; or d) Tested in accordance with BS 8414-2 and satisfy the acceptance criteria in BR 135; or e) Tested in accordance with NFPA 285 and pass, and cladding materials shall be: i) non-combustible or limited combustible materials; or ii) tested in accordance with the relevant standard test in Appendix C C7.1 and achieve a Type A classification."
